epoch,train_loss,train_acc1,val_loss,val_acc1,lr
0,0.8307315470825133,75.88306554450395,0.1175012832826167,96.4162734345109,0.0009990133642141358
1,0.3557931448892804,88.8867635807192,0.0891308536477023,96.6713429409514,0.000996057350657239
2,0.29455686037378087,90.69752614129048,0.07500616234283337,97.21974237979849,0.0009911436253643444
3,0.2812091432354092,91.09602142310635,0.033649247054310924,98.99247544956,0.0009842915805643156
4,0.25302166460014003,91.8356286661566,0.04301223482952299,98.46958296135696,0.0009755282581475769
5,0.24161408180729585,92.34889058913542,0.03434505147119372,98.90320112230583,0.0009648882429441258
6,0.22979645857820702,92.69637847487886,0.041044659757600244,98.81392679505166,0.0009524135262330099
7,0.21767337072628307,92.890844172405,0.03154277362499037,99.0434893508481,0.0009381533400219318
8,0.21473018861917537,93.1522570772762,0.04069450429170714,98.72465246779747,0.0009221639627510075
9,0.19855694823181771,93.6495791889824,0.02445823776678607,99.08174977681418,0.0009045084971874736
10,0.20234702316176234,93.5061208875287,0.017595270558432845,99.33681928325468,0.0008852566213878945
11,0.19833566932764415,93.7324662076001,0.02357987765016756,99.33681928325468,0.0008644843137107056
12,0.18307285522151376,94.04807447079827,0.022471894100075617,99.26029843132254,0.0008422735529643443
13,0.19004771025987707,93.80578933945422,0.06352511799908808,98.12523912766228,0.0008187119948743448
14,0.17298023372668145,94.3955623565417,0.03337813034251785,98.7374059431195,0.0007938926261462366
15,0.1784021500778332,94.31586330017852,0.015548410729742437,99.57913531437316,0.0007679133974894982
16,0.1679748662568589,94.50395307319562,0.012001041028631233,99.63014921566126,0.0007408768370508576
17,0.1636238429292531,94.66972711043101,0.019268153111377237,99.32406580793266,0.0007128896457825362
18,0.16102334509255234,94.8227492986483,0.011395855688585825,99.65565616630532,0.0006840622763423389
19,0.1624842132780168,94.75261412904871,0.013731114591402723,99.47710751179696,0.0006545084971874735
20,0.14738318243141657,95.18617699566437,0.01498741513642425,99.57913531437316,0.0006243449435824271
21,0.13919448233082476,95.40614639122673,0.00632250404878339,99.8979721974238,0.0005936906572928622
22,0.14649232931471212,95.00446314715634,0.007466622430361078,99.83420482081367,0.000562666616782152
23,0.13889978801878158,95.52410099464423,0.013475610059819627,99.56638183905115,0.0005313952597646566
24,0.13786021063759357,95.51772507013517,0.017187688134066896,99.41334013518684,0.0004999999999999998
25,0.1277113270870315,95.83333333333333,0.009809828972987903,99.63014921566126,0.00046860474023534314
26,0.12425788273966927,95.95447589900536,0.004736899710187878,99.91072567274583,0.00043733338321784774
27,0.12562316153498945,95.68987503187962,0.003237946421140508,99.92347914806786,0.00040630934270713756
28,0.11708750303866029,96.2445804641673,0.005499677180560578,99.80869787016962,0.00037565505641757246
29,0.11742999570553961,96.04055087987759,0.0036622100038489094,99.92347914806786,0.00034549150281252633
30,0.1103424837896389,96.34978321856669,0.004590123025643511,99.88521872210177,0.00031593772365766105
31,0.10888635862957866,96.36891099209386,0.0032430613639899534,99.92347914806786,0.00028711035421746355
32,0.10625503461611298,96.45179801071156,0.002823366236692372,99.92347914806786,0.0002591231629491422
33,0.10656802169931115,96.5155572558021,0.002375538566301745,99.92347914806786,0.00023208660251050145
34,0.09667252621584228,96.85029329252741,0.002272364384230267,99.9489860987119,0.00020610737385376337
35,0.0972392337705044,96.69727110431012,0.002917415483795412,99.87246524677975,0.00018128800512565502
36,0.09135021521759501,96.79290997194593,0.0020214407307873154,99.92347914806786,0.00015772644703565555
37,0.09030606234111262,96.96505993369038,0.0012204733266072741,99.98724652467797,0.00013551568628929425
38,0.08347672643187462,97.17546544248916,0.001585381868306774,99.97449304935596,0.00011474337861210535
39,0.08680653942925146,97.14039785768936,0.0012974581795617746,99.96173957403393,9.549150281252626e-05
40,0.08165676384855246,97.22966080081612,0.0010185673076334827,99.97449304935596,7.783603724899252e-05
41,0.07923365065693054,97.28385615914307,0.0014066765850826828,99.96173957403393,6.184665997806817e-05
42,0.07585739286094371,97.4177505738332,0.0011033844951825115,99.96173957403393,4.7586473766990294e-05
43,0.07445530334947874,97.47832185666921,0.0011596891220327246,99.96173957403393,3.5111757055874305e-05
44,0.07805446004707607,97.29023208365213,0.0008806933017864554,99.97449304935596,2.4471741852423218e-05
45,0.07698579039724529,97.38905891354247,0.0008666446997392177,99.97449304935596,1.5708419435684507e-05
46,0.0749954610733561,97.41137464932415,0.0009430208836704619,99.96173957403393,8.856374635655634e-06
47,0.0736946168977238,97.51976536597806,0.0007917230315919057,99.97449304935596,3.942649342761115e-06
48,0.06963120826005613,97.65365978066819,0.0008963125078526333,99.96173957403393,9.866357858642198e-07
49,0.07336618905813139,97.47832185666921,0.0008738297930140622,99.97449304935596,0.0
